iter	RMSE
742	0.03991111447
743	0.03984885255
744	0.03982665603
745	0.03979318117
746	0.03971590956
747	0.03965870528
748	0.03958754046
749	0.03956873791
750	0.0395319159
751	0.03951764298
752	0.03947656385
753	0.0394647917
754	0.03934552031
755	0.03932085812
756	0.0393069085
757	0.0392687571
758	0.03924103961
759	0.03922887861
760	0.03916187827
761	0.03914784543
762	0.03909133268
763	0.03905775276
764	0.03893032317
765	0.03892282028
766	0.03886512658
767	0.03879260192
768	0.03873766575
769	0.03862408524
770	0.03859895775
771	0.03852246481
772	0.03848863831
773	0.03835631289
774	0.03832985368
775	0.03828629178
776	0.03821381233
777	0.03815894957
778	0.03814773631
779	0.03809004901
780	0.03803877985
781	0.0380298489
782	0.03793400497
783	0.03787768444
784	0.03785916403
785	0.03781349006
786	0.03774906563
787	0.03773641262
788	0.03761199459
789	0.03747767732
790	0.03739065055
791	0.03738216127
792	0.03732827127
793	0.03728337044
794	0.03717473347
795	0.03706986199
796	0.03690534993
797	0.03685137096
798	0.03679604256
799	0.03673881568
800	0.03669726028
801	0.0366356491
802	0.03662797913
803	0.03657329004
804	0.03651069016
805	0.0364300996
806	0.03632773848
807	0.03631477216
808	0.03628735203
809	0.03623549495
810	0.03620691621
811	0.03615300666
812	0.03608159259
813	0.03602936485
814	0.03600549607
815	0.0359421272
816	0.03591866132
817	0.03586659526
818	0.03580914069
819	0.03578483374
820	0.03572645518
821	0.03563926122
822	0.03557670463
823	0.03555590928
824	0.03554686878
825	0.03548338219
826	0.03542044155
827	0.03541365359
828	0.03540947832
829	0.03534617558
830	0.03527304511
831	0.03526096003
832	0.03519472643
833	0.03518963396
834	0.03503871825
835	0.03498664606
836	0.03496248196
837	0.03495474004
838	0.03492522549
839	0.03480470797
840	0.03479994559
841	0.03477603626
842	0.03475081482
843	0.03467619649
844	0.03458468965
845	0.0345725142
846	0.0345544176
847	0.03452876721
848	0.03449131248
849	0.03436968827
850	0.03430075054
851	0.03429115275
852	0.03428710163
853	0.03425984544
854	0.03422973226
855	0.03416592996
856	0.03409741827
857	0.03406449979
858	0.03401761715
859	0.03400348346
860	0.03399905126
861	0.03392205144
862	0.03388701818
863	0.03386144216
864	0.03384401497
865	0.03375883461
866	0.03368312448
867	0.03361758896
868	0.03359651853
869	0.03355599256
870	0.03350760331
871	0.03350195911
872	0.03347895609
873	0.0334691811
874	0.0334344204
875	0.03342165689
876	0.03336263383
877	0.03325357355
878	0.03320295653
879	0.03319224456
880	0.03314043057
881	0.03308453298
882	0.03306888828
883	0.03301584271
884	0.03289884459
885	0.03287421311
886	0.03286101067
887	0.0328530195
888	0.03280005108
889	0.03272965545
890	0.03268817285
891	0.03261387047
892	0.03256041362
893	0.03251966391
894	0.03250725644
895	0.03245112615
896	0.0323893152
897	0.03236596354
898	0.0323495182
899	0.03230505132
900	0.03227602621
901	0.03223778908
902	0.03220476676
903	0.03218614757
904	0.03214186305
905	0.0321299347
906	0.03204458038
907	0.031986925
908	0.03194005205
909	0.03193597158
910	0.03191126687
911	0.03186823547
912	0.03183189269
913	0.03178786984
914	0.03174671226
915	0.0316847976
916	0.0316264397
917	0.03155266525
918	0.03153049835
919	0.03147117649
920	0.03141755273
921	0.03135959919
922	0.0313185579
923	0.03127752195
924	0.03123073343
925	0.03122614107
926	0.03116721619
927	0.03110075407
928	0.03109202339
929	0.0310167983
930	0.03096123057
931	0.03095517382
932	0.03085054589
933	0.03083048517
934	0.03076183252
935	0.0307458978
936	0.03073943143
937	0.03072950518
938	0.03067693546
939	0.03062378396
940	0.03058193694
941	0.03057390097
942	0.03053480386
943	0.03049540209
944	0.03048203446
945	0.0304144052
946	0.03035553554
947	0.03035244086
948	0.03027522246
949	0.03022397129
950	0.03016749984
951	0.03008422563
952	0.0300632721
953	0.03001238874
954	0.02995943306
955	0.02990105745
956	0.02984777826
957	0.02982914743
958	0.02979713495
959	0.02978189525
960	0.02977562072
961	0.02975796257
962	0.02975225102
963	0.02970563245
964	0.02969159717
965	0.02965262981
966	0.02961031151
967	0.0295966239
968	0.0295349289
969	0.02949423587
970	0.02948969276
971	0.02942643015
972	0.02939283394
973	0.02938957034
974	0.02938708699
975	0.029294018
976	0.02927309631
977	0.0292128946
978	0.02918244332
979	0.02911965109
980	0.02911379007
981	0.0290688099
982	0.02906204103
983	0.02905757663
984	0.02901224559
985	0.02896606208
986	0.02891658136
987	0.02890187541
988	0.02884039473
989	0.02880382057
990	0.02878225558
991	0.02874180311
992	0.02868852032
993	0.02864871252
994	0.02862824146
995	0.02858707146
996	0.0285768064
997	0.02851699007
998	0.02847063933
999	0.0284529772
